script_path,script_name,folder,intent,status_hints,claim_class_or_authority,primary_inputs,primary_outputs,related_episode_or_id,last_mtime,notes
scripts/research/oracle_pattern_scan.py,oracle_pattern_scan.py,research,"oracle_pattern_scan.py — Stage 3 of the profitable-entry oracle program. Asks the question the program exists for: at the bars where a trade would have been profitable, is any declared feature or state reconstructing a pattern? Runs three levels on TRAIN ONLY: L1 marginal per continuous feature, does it order the outcome at all (AUC), and is the ordering worth anything (top-decile expectancy)?",frozen; diagnostic only,,,,CRT; XAUUSD,2026-08-21T00:14:22+05:30,
scripts/research/p_struct_01_displacement_evidence.py,p_struct_01_displacement_evidence.py,research,"P-STRUCT-01 — CRT DISPLACEMENT evidence table (not a fingerprint). Population: STATE_TRANSITION state_to=DISPLACEMENT only. Grounded: direction (companion SWEEP event), after_sweep (VALID_TRANSITIONS).",,,config_layer.state_identity,results/p_struct_01,SEM-013; CRT; P-STRUCT-01; p_struct_01,2026-08-18T16:14:44+05:30,
scripts/research/parent_crt_pivotality_probe.py,parent_crt_pivotality_probe.py,research,"parent_crt_pivotality_probe.py — is the F-075 parent-CRT bias gate PIVOTAL? OBSERVATION_ONLY. Reads governed config, runs the spine twice, compares.",probe,,,,CRT,2026-08-22T23:28:59+05:30,
scripts/research/path_ambiguity_census.py,path_ambiguity_census.py,research,"path_ambiguity_census.py — Program 10 / Phase 0A (thin CLI). Measures how often `forward_walk`'s same-bar SL-before-TP tie-break (forward_walk.py:127) actually fires on F-025's population, and bounds what it could cost. The entry harvest deliberately MIRRORS scripts/research/phase_d_exit_grid.py::_harvest_universe (same hypothesis, same warmup/window, same grid, same max_forward) so the census population is IDENTICAL to F-025's and the per-cell numbers are directly commensurable.",parity,,docs/research/preregistration-program-10-intrabar-path.md,,Phase 0A; P1,2026-07-19T11:57:21+05:30,
scripts/research/phase0_economic_edge_diagnosis.py,phase0_economic_edge_diagnosis.py,research,"phase0_economic_edge_diagnosis.py — Phase-0 Economic Edge Diagnosis (the funding gate). Executes the §4 experiment + §7 Kill Criteria + §8 ROI translation defined in docs/analysis/economic-edge-gap-analysis-2026-06-03.md. Answers the binary question: Can ANY feature track move outcome AUC >= +0.03 above its own baseline OOS — after relabeling, path enrichment, and regime decomposition — and does the implied ROI clear the migration cost?",MEASURE-ONLY,,,results/phase0_economic_edge/phase0_diagnosis.json,Phase-0; phase0; bnbusdt; BNBUSDT,2026-06-03T15:55:39+05:30,
scripts/research/phase6e_shadow_ab.py,phase6e_shadow_ab.py,research,"phase6e_shadow_ab.py — Phase 6e governance re-validation (measure-only). Single-knob A/B on BNBUSDT M15 over the V3 session-expanded config: - control : shadow_advisory_only = True (current production policy) - treat : shadow_advisory_only = False (recover the 70 shadow-blocked retests) Faithful to the production backtest path: load_prod_config_from_registry(PROD_VERSION, instr) -> all prod crt_engine values ConfigBuilder.from_existing(instr, base, extra_overrides=...) -> apply V3 sessions + flag BacktestConfig.from_prod_config(instr, crt_config=...) -> BacktestRunner.run(...) Measure-only:...",MEASURE-ONLY; shadow,,config_layer.production_config; config_layer.config_builder; data/BNBUSDT_M15.csv,results/phase6e_shadow_ab/; results/session_sweep/bnbusdt.json; results/phase6e_shadow_ab,Phase 6e; shadow; crt; BNBUSDT; bnbusdt,2026-06-01T22:31:17+05:30,
scripts/research/phase_b_conditional_entropy.py,phase_b_conditional_entropy.py,research,"phase_b_conditional_entropy.py — Phase B (B1) conditional-entropy map (thin CLI driver). Answers ""where, if anywhere, does next-direction become conditionally predictable on crypto-major M15?"" — paired test, entropy PRIMARY, economics CONFIRMS survivors. Candle-only (no CRT/spine labels: that is B2).",,,,,Phase B; CRT,2026-06-12T23:38:44+05:30,
scripts/research/phase_d_exit_grid.py,phase_d_exit_grid.py,research,"phase_d_exit_grid.py — Phase D: maximum recoverable expectancy from exit/cost structure (thin CLI). Holds entries FIXED and sweeps a 42-cell SL/TP grid under the governing intrabar_fixed + 12bps, on TWO populations across crypto-6: the toy-hypothesis UNIVERSE (power) and the SPINE's executed trades (relevance). D1 computes the recoverable-value ceilings (structural / perfect-information / reality gap / utilization) and prints a REGIME banner (ALPHA vs ENGINEERING) ABOVE any grid table, so the ceiling gates interpretation before a single cell is read.",,,,,Phase D,2026-06-13T04:07:10+05:30,
scripts/research/phase_e_structural_asymmetry.py,phase_e_structural_asymmetry.py,research,"phase_e_structural_asymmetry.py — Program 2 / Phase E1 (thin CLI driver). Does the COMPLETED sweep→displacement→retest structure possess forward asymmetry beyond sweep alone? PURE measurement — multi-horizon MFE/MAE + symmetric first-hit, no SL/TP/RR/expectancy.",FROZEN,,,,Phase E1,2026-06-13T13:00:16+05:30,
scripts/research/phase_s_selection_effect.py,phase_s_selection_effect.py,research,"phase_s_selection_effect.py — Phase S1: does the spine's RETEST selection carry edge under the governing truth standard? (thin CLI driver) Re-measures F-002's ""+0.145R selection edge at RETEST→EXECUTION"" — STALE (pre-intrabar, no cost) — under the GOVERNING intrabar_fixed + 12bps, pooled BY EFFECT across crypto-6, decomposed by reject-reason class. Consumes the RETEST_REPLAY telemetry wired in S0.",,,,,Phase S1,2026-06-13T00:21:47+05:30,
scripts/research/promotion_dryrun.py,promotion_dryrun.py,research,"promotion_dryrun.py — ODL-G3a/b proof + governed-promotion dry-run (SCRATCH registry, never the real one). Produces results/live_path_replay/LINEAGE_PROOF.md: 1. Fallback regression matrix for _load_full_base_config (ACTIVE=v4/v1, sparse, corrupted, missing).",,,config_layer.config_validator; config_layer.production_config; config_layer.crt_engine_v2; config_layer.execution_planner; results/live_path_replay/LINEAGE_PROOF.md; data/BNBUSDT_M15.csv,results/live_path_replay/LINEAGE_PROOF.md; results/live_path_replay,CRT; BNBUSDT,2026-06-05T12:51:20+05:30,
scripts/research/qualify_carry.py,qualify_carry.py,research,"qualify_carry.py — Program 6: carry/basis as a signal on cross-sectional spot dispersion — thin CLI. Builds the 6-coin spot-close panel WITH perp side-channels (funding 8h forward-filled + basis M15), runs the pre-registered carry/basis interpreter cohort + controls through `research.cross_sectional.qualify` (the SAME gate as Program 5 — reuses the M4 permutation + Benjamini-Hochberg math VERBATIM), and writes a deterministic report. Adds NO statistics; touches NO spine/config.",MEASURE-ONLY; frozen,,docs/research-readiness/program-6-carry-basis-preregistration.md,dict; results/research,,2026-06-18T12:39:32+05:30,
scripts/research/qualify_cross_sectional.py,qualify_cross_sectional.py,research,"qualify_cross_sectional.py — Program 5: cross-sectional relative-value (dispersion) — thin CLI. Builds the 6-coin close panel, runs the pre-registered interpreter cohort + controls through `research.cross_sectional.qualify` (which reuses the M4 permutation + Benjamini-Hochberg math VERBATIM), and writes a deterministic report. It adds NO statistics and touches NO spine/config.",MEASURE-ONLY; frozen,,docs/research-readiness/program-5-cross-sectional-preregistration.md,dict; results/research,,2026-06-18T02:46:18+05:30,
scripts/research/qualify_fx_metals.py,qualify_fx_metals.py,research,"qualify_fx_metals.py — ""Run the Gate First"" on the FX universe (thin CLI). Sibling of qualify_majors.py, re-scoped from crypto majors to five FX majors (EURUSD, AUDUSD, EURCAD, GBPUSD, USDJPY — 2yr M15 fetched via MT5). Reuses the M4 gate math in research.qualification VERBATIM (evaluate_pre_bh / benjamini_hochberg / finalize) and HypothesisRunner.",MEASURE-ONLY,,,results/research/qualification_fx_metals,XAUUSD,2026-06-18T22:30:35+05:30,
scripts/research/qualify_harvest.py,qualify_harvest.py,research,qualify_harvest.py — Program 6b: carry HARVEST (funding cashflow + price/basis) — thin CLI. Builds the 6-coin spot+perp panel and runs the pre-registered harvest cohort through `research.cross_sectional.qualify_harvest` (reuses the M4 permutation + Benjamini-Hochberg math + the verdict ladder VERBATIM; adds the `cash` zero benchmark). The measured object is the cashflow a market-neutral long-low/short-high perp basket accrues (± basis convergence) net of costs.,MEASURE-ONLY; frozen; DIAGNOSTIC-only,,docs/research-readiness/program-6b-carry-harvest-preregistration.md,dict; results/research,,2026-06-18T13:35:53+05:30,
scripts/research/qualify_htf.py,qualify_htf.py,research,qualify_htf.py — Program 3: higher-timeframe (H1/H4) M4 qualification (thin CLI). Self-contained sibling of qualify_majors.py. Reuses the SAME audited M4 core (research.qualification: evaluate_pre_bh / benjamini_hochberg / finalize) and HypothesisRunner VERBATIM — adds NO statistics.,MEASURE-ONLY,,data/resampled/{INST}_{TF}.csv,results/research/qualification_htf,BNBUSDT,2026-06-13T22:09:06+05:30,
scripts/research/qualify_interpreter.py,qualify_interpreter.py,research,"qualify_interpreter.py — prove the Interpreter chain end-to-end on REAL data. Plan 4: register a reference interpreter (Moving Average Cross) as a research Hypothesis via `InterpreterHypothesis`, run it through the UNCHANGED measurement stack (`HypothesisRunner` → `forward_walk` → M4 `QualificationGate`), and print the `EdgeReport` + verdict. This is a CHAIN PROOF, not an edge search — the expected verdict is NOT PROMOTE.",frozen,,,,BNBUSDT,2026-06-14T19:24:42+05:30,
scripts/research/qualify_m5_straddle.py,qualify_m5_straddle.py,research,"qualify_m5_straddle.py — Stage-2 economic gate for the Program-9 straddle (thin CLI). Runs `compression_box_straddle` — the SOLE permitted Program-9 consumer (pre-reg D7, docs/research/preregistration-program-9.md) — through the UNCHANGED M4 QualificationGate (evaluate_pre_bh / benjamini_hochberg / finalize), exactly as qualify_transitions did for Program 4: same intrabar_fixed exit truth (every filled straddle's exit is delegated to the unchanged forward_walk), same 12bps, same beats-control + OOS + permutation + BH gates. Promotion stays expectancy-first; this script adds NO statistics.",MEASURE-ONLY,,,results/research/m5_mtf,BNBUSDT; XAUUSD,2026-07-03T03:07:05+05:30,
scripts/research/qualify_majors.py,qualify_majors.py,research,"qualify_majors.py — ""Run the Gate First"": cross-instrument M4 qualification (thin CLI). Reuses the M4 gate math in research.qualification VERBATIM (evaluate_pre_bh / benjamini_hochberg / finalize) and HypothesisRunner. It adds NO statistics — it only re-scopes the existing pooled QualificationGate over [BNBUSDT, ETHUSDT, BTCUSDT, SOLUSDT, POOLED] (per-instrument first, pooled last) and over two config families that cannot share a single invocation because they need incompatible `apply_signal_defaults` (spine carries its own SL/TP geometry; toys do not): * toy family — configs/research/resea...",MEASURE-ONLY,,,results/research/qualification,gate-4; gate-6; BNBUSDT,2026-06-12T22:50:46+05:30,
scripts/research/qualify_regime_conditioning.py,qualify_regime_conditioning.py,research,"qualify_regime_conditioning.py — Program 4 driver (thin CLI). Measures whether a non-directional target (volatility regime) is economically consumable by a DIRECTIONAL consumer, by partitioning each consumer's forward-walked outcomes by the no-lookahead regime label at entry and running every cell through the UNCHANGED M4 gate (`research.regime_conditioning.evaluate_scope`). It adds no statistics and edits no spine/config — it reuses HypothesisRunner + research.qualification verbatim.",,,,results/research/regime,BNBUSDT,2026-06-17T00:29:06+05:30,
scripts/research/qualify_regime_transition.py,qualify_regime_transition.py,research,"qualify_regime_transition.py — Program 4b driver (thin CLI). Measures whether a forward Markov P^H regime-TRANSITION forecast — ""what regime is coming"", not ""what regime is now"" (Program 4, KILLED, F-030) — is economically consumable by a DIRECTIONAL consumer. Reuses `research.regime_conditioning.evaluate_scope` VERBATIM (same M4 gate, same cross-matrix, same verdict vocabulary) but conditions consumers on the PREDICTED label series (`interpreters.regime_observer.MarkovRegimeForecaster.forecast_series`) instead of the contemporaneous one, and additionally supplies the CURRENT-level series s...",no economic,no economic claim,,results/research/regime_transition,BNBUSDT,2026-07-01T17:05:10+05:30,
scripts/research/qualify_shape_xauusd.py,qualify_shape_xauusd.py,research,qualify_shape_xauusd.py — Program 11 (B1): the semantic Market-Shape hypothesis through the unchanged M4 gate on the XAUUSD frozen candidate. Clean-substrate re-derivation of F-023/F-041B. FROZEN by docs/research/preregistration-program-11-shape-context-edge-xauusd.md (protocol_hash e5b8232d).,frozen; FROZEN; Research-only,,data_ingestion.xauusd_phase1_candidate; data/XAUUSD_M15.csv,,XAUUSD; xauusd,2026-07-24T22:11:59+05:30,
scripts/research/qualify_transitions.py,qualify_transitions.py,research,"qualify_transitions.py — Stage-2 economic gate for the Program-4b transition consumer (thin CLI). Runs the NEW `compression_breakout` hypothesis through the UNCHANGED M4 QualificationGate (evaluate_pre_bh / benjamini_hochberg / finalize), exactly as qualify_majors does for the toy pool — same intrabar_fixed exit, same 12bps, same beats-control + OOS + permutation + BH gates. Promotion stays expectancy-first; this script adds NO statistics.",MEASURE-ONLY,,,results/research/candle_state,BNBUSDT,2026-06-26T21:28:27+05:30,
scripts/research/qualify_weekly_sweep.py,qualify_weekly_sweep.py,research,"qualify_weekly_sweep.py — Program 8: ""Run the Gate First"" on the weekly CRT-sweep ontology (FX). Tests the ICT/CRT weekly liquidity theory (Monday+Tuesday accumulation -> Wed-Fri sweep -> reversal) on the same 5 FX majors qualified for F-035 (EURUSD, AUDUSD, EURCAD, GBPUSD, USDJPY; XAUUSD deferred, same holiday-gap-gate rationale). Reuses the M4 gate math in research.qualification VERBATIM (evaluate_pre_bh / benjamini_hochberg / finalize) and HypothesisRunner.run_instrument().",MEASURE-ONLY; frozen,,data_ingestion.session_autoderive,results/research/weekly_sweep,CRT; XAUUSD,2026-07-01T11:11:56+05:30,
scripts/research/qualify_xauusd.py,qualify_xauusd.py,research,"qualify_xauusd.py — thin, NON-PROMOTABLE M4 research pass on the certified XAUUSD corpus (ERP T1). XAUUSD is deliberately excluded from qualify_fx_metals.py, so this runs it directly through the isolated research stack over the ONLY approved load target — the Phase-1 frozen candidate `data/mt5/XAUUSD_M15.csv` (resolved via guard_xauusd_csv_path). Two families, mirroring qualify_fx_metals: * toy — expansion_breakout / mean_reversion (research_config_fx_metals.json; apply_signal_defaults=true) * spine — the production decision spine v2_multi_2026_04 as the `spine` hypothesis (research_config_...",MEASURE-ONLY; frozen,NO edge claim,data_ingestion.xauusd_phase1_candidate; data/mt5/XAUUSD_M15.csv; config/spine/ACTIVE_VERSION; data/XAUUSD_M15.csv,,Phase-1; CRT; ERP; XAUUSD,2026-07-16T15:09:49+05:30,
scripts/research/qualify_zone_topk.py,qualify_zone_topk.py,research,"qualify_zone_topk.py — measure ΔG001 of the engine_runner.zone_gate knobs (top_k / cluster_min_n / cluster_spread_max) across crypto majors. WHY: the config-first migration shipped these as BEHAVIORAL knobs (default {3,2,0.15}, byte-parity proven). Per CLAUDE.md §6.5 Authority Ladder that grants *tunability, not authority*; a non-default value earns production weight only via measured ΔG001.",MEASURE-ONLY; parity,authority: the,config_layer.goal_validator,,BNBUSDT,2026-06-24T22:34:50+05:30,
scripts/research/rc003_distinct_object.py,rc003_distinct_object.py,research,RC-003 — are the directional-contract-violation bars a distinct object at all? Thin CLI wrapper. All logic lives in ``src/research/rc003_distinct_object/driver.py``.,frozen; Diagnostic only,,data/mt5/XAUUSD_M15.csv; docs/research/preregistration-rc003-distinct-object.md; docs/research-readiness/rc003_distinct_object,,RC-003; rc003; XAUUSD,2026-09-04T05:04:52+05:30,
scripts/research/rerun_xau_metals_m4.py,rerun_xau_metals_m4.py,research,Re-run M4 only for xau_metals_protocol_v1 from frozen units_scored.jsonl.,frozen,,,,,2026-07-23T02:50:08+05:30,
scripts/research/rr_kill_test_clean_l3.py,rr_kill_test_clean_l3.py,research,RR kill-test on CLEAN L3 dataset — preregistered under RR_L1_FREEZE_CERTIFICATE. Protocol (from L1 success_failure_rules): kill_test_primary: 5_fold_cv_offline_heads_gate_bypassed KEEP_CANDIDATE: label_validity_pass AND (rr_corr>0.03 OR pr_auc > shuffle_pr_auc+0.02) AND top_decile_mean_y_rr > random_decile_mean_y_rr RETIRE: label_validity_pass AND rr_corr<=0.03 AND pr_auc<=shuffle+0.02 AND top_decile_mean_y_rr <= random_decile_mean_y_rr Authority: RESEARCH_ONLY — never rr_fusion re-enable / promote Usage (repo root): python scripts/research/rr_kill_test_clean_l3.py,kill-test,Authority: RESEARCH_ONLY,config_layer.rr.rr_pattern_miner,,,2026-07-21T13:17:08+05:30,
scripts/research/rr_l2_feature_truth.py,rr_l2_feature_truth.py,research,RR L2 — Feature truth materialization under a SIGNED L1 freeze certificate. Consumes: docs/governance/rr_l1_freeze/RR_L1_FREEZE_CERTIFICATE.json Requires: python scripts/governance/rr_l1_freeze_certificate.py assert-signed Resolves (when successful): RR-FEAT-001 PIT-clean causal structure (production FeaturePipeline / FC1-A) RR-FEAT-002 rolling causal volatility_regime (FC1-D) RR-FEAT-003 structure mask policy from L1 certificate RR-FEAT-004 production promoted feature surface (no STALE legacy train dump) RR-FEAT-006 schema_hash over frozen feature_list.names Does NOT write labels (L3). Emb...,frozen,,data/BNBUSDT_M15.csv,,,2026-07-21T13:01:16+05:30,
scripts/research/rr_l3_label_generation.py,rr_l3_label_generation.py,research,"RR L3 — Label generation under SIGNED L1 freeze + COMPLETE L2 feature matrix. Consumes: - docs/governance/rr_l1_freeze/RR_L1_FREEZE_CERTIFICATE.json (assert-signed) - results/rr_research/l2/<certificate_id>/feature_matrix.npz + L2_PROVENANCE.json - Frozen entry stream: opportunities JSONL (entries only; F-022 outcomes are x-ref) Produces clean dataset with: y_rr = net realized R via forward_walk(intrabar_fixed) − 12 bps cost in R y_win = 1 if y_rr > 0 else 0 X = L2 masked feature row at entry timestamp Resolves: RR-LAB-004, RR-LAB-001, RR-LAB-002 Usage (repo root): python scripts/research/r...",Frozen,,config_layer.crt_engine_v2,results/rr_research/l2/<certificate_id>/feature_matrix.npz,,2026-07-21T13:08:41+05:30,
scripts/research/rr_l4_research_execution.py,rr_l4_research_execution.py,research,"RR L4 — Research execution composition gate under SIGNED L1 + L2 + L3. Steps (checklist §2.1A L4): 4a Co-consistency: certificate / L2 / L3 hashes + pit_status 4b Harness bound only to clean L3 dataset (refuse legacy contaminated path) 4c Smoke fold on metric path (SMOKE_ONLY — not findings / not KEEP/RETIRE) 4d RS acceptance log + GATE-R READY 4e Epoch charter → RR_RESEARCH_EPOCH_STATUS = AUTHORIZED (not RUNNING) Does NOT: re-enable rr_fusion, promote, register KEEP/RETIRE findings. Usage (repo root): python scripts/research/rr_l4_research_execution.py",MEASURE-ONLY; shadow,authority = Ultron,,,shadow,2026-07-21T13:11:34+05:30,
scripts/research/rr_shadow_value.py,rr_shadow_value.py,research,"rr_shadow_value.py — Track 4 KILL-TEST (READ-ONLY): does the RR model have ANY economic value? Frame: RR is guilty until proven useful. This measures the RR model's OUT-OF-SAMPLE discrimination via 5-fold CV on the 38-dim BNB corpus (the only 38-dim dataset on disk; ETH/BTC are 35-dim → a cross-instrument OOS would test schema mismatch, not generalization, so it is deferred).",READ-ONLY; KILL-TEST,Authority: RESEARCH_ONLY,config_layer.rr.rr_pattern_miner,,BNBUSDT,2026-07-05T15:49:24+05:30,
scripts/research/run_crt_state_on_mt5_xauusd.py,run_crt_state_on_mt5_xauusd.py,research,Run CRT State Resolver on fresh MT5 XAUUSD data. ================================================= Pipeline: 1. Load raw OHLCV from data/mt5/XAUUSD_M15.csv 2.,,,data/mt5/XAUUSD_M15.csv; data_ingestion.corpus_gate; config_layer.production_config; data/XAUUSD_M15.csv,,CRT; XAUUSD,2026-09-04T17:21:37+05:30,
scripts/research/run_envelope_shadow_weight0.py,run_envelope_shadow_weight0.py,research,CLI: ENV_SHADOW_W0_V1 — batch shadow log of Envelope predictions (weight 0). Usage: python scripts/research/run_envelope_shadow_weight0.py python scripts/research/run_envelope_shadow_weight0.py --max-rows 5000,shadow,,,,shadow; BNBUSDT,2026-07-22T04:14:56+05:30,
scripts/research/run_evidence_layer.py,run_evidence_layer.py,research,Thin CLI. Logic lives in src/research/evidence/.,,,,,,2026-08-24T00:06:22+05:30,
scripts/research/run_h_g001_001_sweep_veto.py,run_h_g001_001_sweep_veto.py,research,"run_h_g001_001_sweep_veto.py — Liquidity Sweep Veto on XAUUSD (H-G001-001 / 001b). MEASURE-ONLY research. Does not edit production config, ontology, or FM math.",MEASURE-ONLY,,data_ingestion.xauusd_phase1_candidate,,CRT; H-G001; XAUUSD,2026-07-26T14:18:56+05:30,
scripts/research/run_h_msip_001.py,run_h_msip_001.py,research,"H-017 / H-MSIP-001 measurement harness — EXPLORATORY_RESEARCH only. Executes the FROZEN pre-registration protocol. Does not change CRT behavior, MSIP authority, thresholds, or production configs.",FROZEN; frozen; RESEARCH only,,dataclasses; config_layer.crt_engine_v2; config_layer.production_config; data/mt5/XAUUSD_M15.csv; docs/research-readiness/h-msip-001-continuous-market-state-preregistration.md; docs/research-readiness/h-msip-001-experiment-definition.json,,CRT; MSIP; msip; H-MSIP-001; h-msip-001,2026-07-14T17:17:18+05:30,
scripts/research/run_h_msip_002.py,run_h_msip_002.py,research,"H-018 / H-MSIP-002 — match attrition & estimand robustness (EXPLORATORY_RESEARCH). MANDATORY order: 1) composition diagnostics matched vs unmatched (freeze + hash) 2) only then E0 / E1 / E2 outcomes 3) evidence → critique → findings → decision ledger → STOP Fixed target: P-BOS=+1, R_h@h=8. No new partitions/horizons.",frozen,,docs/research-readiness/h-msip-002-experiment-definition.json; docs/research-readiness/h-msip-002-match-attrition-preregistration.md,,MSIP; msip; H-MSIP-002; h-msip-002; h_msip_002,2026-07-14T18:14:40+05:30,
scripts/research/run_model_offline.py,run_model_offline.py,research,Trigger one model on historical OHLCV (OBSERVATION_ONLY). Authority: research only. PRODUCTION_BEHAVIOR_CHANGED=false.,research only,Authority: research,data/BNBUSDT_M15.csv,results/model_runners,Phase-1; BNBUSDT,2026-07-28T10:58:28+05:30,
scripts/research/run_xau_metals_protocol_v1.py,run_xau_metals_protocol_v1.py,research,run_xau_metals_protocol_v1.py ============================ Execute frozen **xau_metals_protocol_v1** end-to-end (P0–P7). Reads ONLY configs/research/xau_metals_protocol_v1.json for primary cost / entry / control / M4 knobs. Do not retune after OOS.,frozen,Authority: RESEARCH_ONLY.; AUTHORITY = (,dataclasses,,CRT; P1; P2; P3; P4; XAUUSD,2026-07-23T02:36:57+05:30,
scripts/research/run_xauusd_all_models_report.py,run_xauusd_all_models_report.py,research,Run every catalogued model on data/mt5/XAUUSD_M15.csv and write a report. OBSERVATION_ONLY — research authority. No promote.,shadow,,data/mt5/XAUUSD_M15.csv; results/envelope_offline/XAUUSD,docs/analysis/xauusd-model-layer-run-report-YYYY-MM-DD.md; results/model_runners/; results/model_runners/XAUUSD/ALL_MODELS_SUMMARY.json; results/envelope_offline/XAUUSD,shadow; p2; xauusd; XAUUSD,2026-07-28T11:56:53+05:30,
scripts/research/shape_statistics_survey.py,shape_statistics_survey.py,research,shape_statistics_survey.py — CLI wrapper for the Historical Statistics layer. Thin wrapper per conventions: all logic lives in src/research/shape_statistics.py. Usage: python scripts/research/shape_statistics_survey.py --csv data/XAUUSD_W2026-03-23-to-2026-05-21.csv --horizons 4 8 20 --min-samples 30 [--out results/research/shape_stats_xauusd.json] Output is DESCRIPTIVE ONLY (Authority-Ladder Level ≤ 1).,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,data/XAUUSD_W2026-03-23-to-2026-05-21.csv,results/research/shape_stats_xauusd.json],,2026-07-24T03:32:55+05:30,
scripts/research/smc_feature_month_extract.py,smc_feature_month_extract.py,research,"smc_feature_month_extract.py — SMC (smart-money-concepts) feature spot-validation for the Monthly TradingView <-> Active Production Semantic Comparison Report. WHAT THIS CLOSES ----------------- Schema v5.0 (`src/features/feature_schema.py`) added 9 SMC primitives at vector indices 39-47: order_block_distance, fvg_distance, breaker_distance, mitigation_block_distance, pdh_distance, pdl_distance, eqh_distance, eql_distance, change_of_character. F-076 already establishes they are computed but decision- UNREACHABLE (every consuming model family is stale).",,,data/XAUUSD_M15.csv,configs/production/; results/monthly_tv_semantic_report/smc_feature_month.json,,2026-08-16T10:20:38+05:30,
scripts/research/smc_visual_verification.py,smc_visual_verification.py,research,"smc_visual_verification.py — close report row 8's open item on the SMC features. WHAT THIS CLOSES ---------------- `reports/monthly_tv_vs_active_production_semantic_comparison.md` row 8 records the 9 SMC features (schema v5.0, canonical indices 39-47, F-076) as PRESENT but states plainly that the check performed was presence + plausible firing RATES only: ""It does NOT constitute a human-eye visual confirmation that a specific detected order block or FVG lines up with what a trader would mark on the Jul 15/20/28-30 charts ... left as a follow-up, not claimed as done here."" `results/monthly_t...",PARITY,,dataclasses; config_layer.crt_engine_v2; config_layer.production_config,results/monthly_tv_semantic_report/smc_feature_month.json,,2026-08-17T20:12:00+05:30,
scripts/research/story_library_build.py,story_library_build.py,research,"story_library_build.py — generate the ERP market-STORY golden library (P1 slice). For every registered StorySpec (research.synthetic.story_registry), builds the intended-vs-produced trace + six-layer ontology binding and writes deterministic fixtures under data/synthetic/stories/<story_id>/: <ID>.csv — OHLCV input artifact intended_spec.json — design ground truth + six-layer expectations produced_compare.json — what the real engines / forward_walk produced + the binding result NARRATIVE.md — human narration plus an aggregate data/synthetic/stories/INDEX.json. Trust: outputs are research fix...",,,data/synthetic/stories/<story_id>/; data/synthetic/stories/INDEX.json,,ERP; P1,2026-07-16T13:59:49+05:30,
scripts/research/trace_geometry.py,trace_geometry.py,research,trace_geometry.py — DESCRIPTIVE geometry over the Mathematical Trace Corpus (ERP). Organizes the 23k-trace population into mathematically-similar regions BEFORE any interpretation: normalize -> KMeans (k chosen by subsampled silhouette) -> cluster library (centroid / outcome distribution / feature signature / representative traces). Extends the F-023 morphology pattern (scripts/analysis/bnbusdt_trade_anatomy.py::cluster_morphology).,information_not_authority,information_not_authority; No edge/profit claim,,,ERP; XAUUSD; xauusd,2026-07-16T20:01:14+05:30,
scripts/research/trace_knn.py,trace_knn.py,research,"trace_knn.py — DESCRIPTIVE k-NN similarity graph over the Trace Geometry (ERP). Builds a per-trace nearest-neighbour graph in the SAME standardized morphology space as the clusters (reuses geometry.npz), then asks the sharper LOCAL question the clusters can't: do a trace's nearest neighbours share its outcome? If neighbourhood outcome-concordance ≈ the random baseline, morphology gives NO local outcome structure — a finer-resolution re-confirmation of F-023.",information_not_authority,information_not_authority; No edge/profit claim,,,ERP; p10; xauusd,2026-07-17T01:27:37+05:30,
scripts/research/trace_sweep_geometry.py,trace_sweep_geometry.py,research,SWEEP Geometry Trace — Engine vs Pipeline ========================================= Research-only diagnostic. Does NOT change production behaviour. Compares three sweep detectors on the same XAUUSD (or other) M15 stream: A.,SHADOW; Research-only,,dataclasses; data/mt5/XAUUSD_M15.csv,reports/sweep_geometry_trace.md; results/run_20260724_104845_XAUUSD/XAUUSD_events.jsonl,SHADOW; XAUUSD,2026-07-24T13:32:57+05:30,
scripts/research/trace_zone_gate_xauusd.py,trace_zone_gate_xauusd.py,research,trace_zone_gate_xauusd.py — run trained ZoneGate on XAUUSD_M15 and trace IN/OUT. Observation-only. Mirrors the live spine scoring path: FeaturePipeline → filter_canonical_inputs → BitNetZoneGate.check → compute_weighted_cluster_score(top_k) ≥ zone_cluster_threshold Usage: python scripts/research/trace_zone_gate_xauusd.py python scripts/research/trace_zone_gate_xauusd.py --csv data/XAUUSD_M15.csv,,,data/XAUUSD_M15.csv,,,2026-07-20T20:14:16+05:30,
scripts/research/train_envelope_offline.py,train_envelope_offline.py,research,CLI: ENV_OFFLINE_TRAIN_V1 multi-head Envelope offline train (research only). Usage: python scripts/research/train_envelope_offline.py python scripts/research/train_envelope_offline.py --max-rows 80000,research only,,,,BNBUSDT,2026-07-23T13:39:17+05:30,
scripts/research/transition_information.py,transition_information.py,research,"transition_information.py — Stage-1 information gate for Program 4b/4c/4d (thin CLI). Non-directional: does the M15∧H1∧H4 candle-state CONJUNCTION carry information about a forward event (vol/range expansion · state persistence · compression→expansion transition)? Measured with the audited information-gain primitive + label-permutation test, then put through the three FROZEN robustness gates (stability 2024→2025 · half-life · cross-market).",MEASURE-ONLY; FROZEN,AUTHORITY: research/docs,,results/research/candle_state,BNBUSDT; XAUUSD,2026-06-26T21:27:33+05:30,
